name,episodes,av_rating,members,rating,user_id
Naruto,220,7.81,683297,8,88
Mobile Suit Gundam ZZ,47,6.81,17517,8,62
Last Exile,26,7.94,104193,6,6
Full Metal Panic!,24,7.81,256325,-1,24
Texhnolyze,22,7.78,95859,8,78
Cowboy Bebop,26,8.82,486824,-1,42
Mobile Suit Victory Gundam,51,6.98,12673,7,52
Full Metal Panic!,24,7.81,256325,8,27
Chrno Crusade,24,7.8,140865,7,16
Trigun,26,8.32,283069,8,56
Beck,26,8.4,148328,9,12
Naruto,220,7.81,683297,8,96
Sunabouzu,24,7.55,65516,8,54
Shuffle!,24,7.31,158772,7,6
Full Metal Panic! The Second Raid,13,8.06,155340,9,64
Naruto,220,7.81,683297,-1,5
Neon Genesis Evangelion,26,8.32,461946,10,30
Mobile Suit Gundam Seed,50,7.93,96973,8,4
School Rumble,26,8.06,178553,9,25
Trigun,26,8.32,283069,10,98
D.C.: Da Capo,26,6.93,49909,8,55
Full Metal Panic!,24,7.81,256325,10,75
Naruto,220,7.81,683297,-1,20
Blue Gender,26,7.13,40581,8,99
Cowboy Bebop,26,8.82,486824,10,50
Beck,26,8.4,148328,8,3
Cowboy Bebop,26,8.82,486824,8,19
Chobits,26,7.57,266846,4,78
Blue Gender,26,7.13,40581,7,34
Berserk,25,8.4,226430,8,9
Turn A Gundam,50,7.76,20056,-1,76
Mobile Suit Gundam Seed,50,7.93,96973,7,73
Full Metal Panic? Fumoffu,12,8.21,171086,-1,47
Shuffle!,24,7.31,158772,8,7
Neon Genesis Evangelion,26,8.32,461946,9,57
Chobits,26,7.57,266846,5,72
Black Cat,23,7.52,150512,9,25
Aa! Megami-sama! (TV),24,7.45,96694,6,61
Berserk,25,8.4,226430,9,4
School Rumble,26,8.06,178553,10,56
Hachimitsu to Clover,24,8.18,130646,7,90
Black Cat,23,7.52,150512,-1,8
Chobits,26,7.57,266846,-1,36
Cowboy Bebop,26,8.82,486824,10,30
Full Metal Panic!,24,7.81,256325,7,45
Naruto,220,7.81,683297,7,27
Naruto,220,7.81,683297,9,93
Neon Genesis Evangelion,26,8.32,461946,-1,9
Beck,26,8.4,148328,8,6
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,8,33
Shuffle!,24,7.31,158772,9,50
Full Metal Panic? Fumoffu,12,8.21,171086,7,6
Trigun,26,8.32,283069,7,43
Full Metal Panic!,24,7.81,256325,-1,24
D.N.Angel,26,7.35,126914,7,20
Neon Genesis Evangelion,26,8.32,461946,-1,32
Mobile Suit Zeta Gundam,50,8.03,28959,10,68
Azumanga Daioh,26,8.06,170901,10,78
DearS,12,6.8,91037,8,81
Rozen Maiden,12,7.57,128688,7,18
Chrno Crusade,24,7.8,140865,-1,73
Berserk,25,8.4,226430,9,61
Mobile Suit Gundam ZZ,47,6.81,17517,7,56
Mobile Suit Gundam Seed,50,7.93,96973,10,97
Naruto,220,7.81,683297,10,76
Full Metal Panic!,24,7.81,256325,-1,60
Azumanga Daioh,26,8.06,170901,9,34
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,9,9
D.N.Angel,26,7.35,126914,8,2
Naruto,220,7.81,683297,10,98
Naruto,220,7.81,683297,8,52
Mobile Suit Gundam Seed Destiny,50,7.36,65896,-1,73
Last Exile,26,7.94,104193,10,25
Full Metal Panic!,24,7.81,256325,6,53
Chobits,26,7.57,266846,8,65
Full Metal Panic! The Second Raid,13,8.06,155340,8,13
Mai-HiME,26,7.59,76492,8,23
Texhnolyze,22,7.78,95859,9,31
Mobile Suit Gundam Seed Destiny,50,7.36,65896,7,22
Cowboy Bebop,26,8.82,486824,6,98
Rozen Maiden,12,7.57,128688,-1,57
Shuffle!,24,7.31,158772,7,58
Shuffle!,24,7.31,158772,-1,92
Chrno Crusade,24,7.8,140865,-1,19
Full Metal Panic? Fumoffu,12,8.21,171086,9,98
Cowboy Bebop,26,8.82,486824,10,88
Beck,26,8.4,148328,-1,91
Mobile Suit Gundam Wing,49,7.87,86001,8,50
Rozen Maiden,12,7.57,128688,9,38
D.N.Angel,26,7.35,126914,8,68
D.C.: Da Capo,26,6.93,49909,6,59
Full Metal Panic!,24,7.81,256325,10,39
Chobits,26,7.57,266846,7,57
Neon Genesis Evangelion,26,8.32,461946,9,30
Mobile Suit Gundam Seed,50,7.93,96973,6,29
Full Metal Panic!,24,7.81,256325,7,76
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,-1,14
Full Metal Panic!,24,7.81,256325,9,50
Rozen Maiden: Tr?umend,12,7.78,72645,8,7
Neon Genesis Evangelion,26,8.32,461946,8,12
Full Metal Panic! The Second Raid,13,8.06,155340,9,93
Trigun,26,8.32,283069,9,67
Chrno Crusade,24,7.8,140865,-1,74
Chobits,26,7.57,266846,9,41
D.N.Angel,26,7.35,126914,6,16
Full Metal Panic! The Second Raid,13,8.06,155340,8,23
Cowboy Bebop,26,8.82,486824,9,15
Full Metal Panic!,24,7.81,256325,-1,20
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,7,77
Witch Hunter Robin,26,7.36,64905,9,99
Trigun,26,8.32,283069,-1,60
Neon Genesis Evangelion,26,8.32,461946,10,79
Naruto,220,7.81,683297,9,16
D.C.: Da Capo,26,6.93,49909,4,11
Mobile Suit Gundam ZZ,47,6.81,17517,7,31
Chrno Crusade,24,7.8,140865,10,25
Mobile Suit Gundam Seed,50,7.93,96973,-1,15
Mobile Fighter G Gundam,49,7.62,36338,-1,29
Black Cat,23,7.52,150512,4,85
Initial D Fourth Stage,24,8.24,41584,7,13
Azumanga Daioh,26,8.06,170901,7,45
Full Metal Panic!,24,7.81,256325,10,97
Prince of Tennis,178,8.04,87643,9,87
Chobits,26,7.57,266846,8,96
Mobile Suit Zeta Gundam,50,8.03,28959,10,43
Berserk,25,8.4,226430,7,4
Cowboy Bebop,26,8.82,486824,-1,98
Rozen Maiden,12,7.57,128688,-1,75
Mobile Suit Gundam ZZ,47,6.81,17517,6,87
Cowboy Bebop,26,8.82,486824,10,63
Cowboy Bebop,26,8.82,486824,10,81
Black Cat,23,7.52,150512,8,96
Ai Yori Aoshi,24,7.24,66597,-1,43
Texhnolyze,22,7.78,95859,9,89
Prince of Tennis,178,8.04,87643,9,53
Eyeshield 21,145,8.08,83648,10,93
Naruto,220,7.81,683297,6,63
Cowboy Bebop,26,8.82,486824,7,65
Mobile Suit Gundam Seed Destiny,50,7.36,65896,7,14
Yakitate!! Japan,69,8.05,50876,8,71
Naruto,220,7.81,683297,8,5
Azumanga Daioh,26,8.06,170901,7,39
Naruto,220,7.81,683297,6,77
Full Metal Panic!,24,7.81,256325,8,16
School Rumble,26,8.06,178553,9,19
Aa! Megami-sama! (TV),24,7.45,96694,9,100
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,8,96
Full Metal Panic!,24,7.81,256325,8,68
Shuffle!,24,7.31,158772,6,44
Azumanga Daioh,26,8.06,170901,8,13
Witch Hunter Robin,26,7.36,64905,-1,47
Naruto,220,7.81,683297,6,7
Shuffle!,24,7.31,158772,7,54
D.C.: Da Capo,26,6.93,49909,8,19
DearS,12,6.8,91037,7,90
Chobits,26,7.57,266846,8,20
Neon Genesis Evangelion,26,8.32,461946,6,62
Beck,26,8.4,148328,-1,39
Basilisk: Kouga Ninpou Chou,24,7.68,98144,10,5
Azumanga Daioh,26,8.06,170901,-1,33
Full Metal Panic! The Second Raid,13,8.06,155340,8,39
Mobile Suit Gundam,43,7.89,51566,8,2
Chobits,26,7.57,266846,5,3
Full Metal Panic? Fumoffu,12,8.21,171086,8,27
Trigun,26,8.32,283069,8,49
Rozen Maiden,12,7.57,128688,9,78
Naruto,220,7.81,683297,7,9
Hachimitsu to Clover,24,8.18,130646,10,1
Naruto,220,7.81,683297,9,78
Trinity Blood,24,7.44,113791,8,51
D.N.Angel,26,7.35,126914,9,15
Black Cat,23,7.52,150512,7,47
Rozen Maiden,12,7.57,128688,7,20
Full Metal Panic? Fumoffu,12,8.21,171086,-1,23
Full Metal Panic? Fumoffu,12,8.21,171086,9,19
Hachimitsu to Clover,24,8.18,130646,9,13
Cowboy Bebop,26,8.82,486824,8,88
Prince of Tennis,178,8.04,87643,10,38
Cowboy Bebop,26,8.82,486824,8,25
Last Exile,26,7.94,104193,6,98
Yakitate!! Japan,69,8.05,50876,10,65
Full Metal Panic? Fumoffu,12,8.21,171086,6,89
Cowboy Bebop,26,8.82,486824,7,85
Chrno Crusade,24,7.8,140865,8,19
Chrno Crusade,24,7.8,140865,8,8
Naruto,220,7.81,683297,-1,74
Kidou Tenshi Angelic Layer,26,7.32,39758,7,34
Chobits,26,7.57,266846,-1,96
Naruto,220,7.81,683297,-1,50
Chobits,26,7.57,266846,8,27
Naruto,220,7.81,683297,7,76
DearS,12,6.8,91037,7,100
Chrno Crusade,24,7.8,140865,8,78
Naruto,220,7.81,683297,7,71
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,7,43
Shuffle!,24,7.31,158772,8,10
School Rumble,26,8.06,178553,9,66
Ai Yori Aoshi,24,7.24,66597,6,53
Neon Genesis Evangelion,26,8.32,461946,-1,64
Sunabouzu,24,7.55,65516,8,1
Full Metal Panic? Fumoffu,12,8.21,171086,8,62
Full Metal Panic!,24,7.81,256325,-1,54
Aa! Megami-sama! (TV),24,7.45,96694,-1,80
School Rumble,26,8.06,178553,-1,79
Black Cat,23,7.52,150512,9,47
Aa! Megami-sama! (TV),24,7.45,96694,7,46
Chobits,26,7.57,266846,9,11
Blue Gender,26,7.13,40581,8,65
D.C.: Da Capo,26,6.93,49909,8,53
Hachimitsu to Clover,24,8.18,130646,9,49
Naruto,220,7.81,683297,-1,75
Full Metal Panic? Fumoffu,12,8.21,171086,6,72
Chobits,26,7.57,266846,8,66
Aa! Megami-sama! (TV),24,7.45,96694,8,17
Trinity Blood,24,7.44,113791,8,77
Mai-HiME,26,7.59,76492,6,13
Naruto,220,7.81,683297,6,91
Chobits,26,7.57,266846,9,34
Sunabouzu,24,7.55,65516,-1,73
Chrno Crusade,24,7.8,140865,10,2
Chrno Crusade,24,7.8,140865,9,45
Naruto,220,7.81,683297,7,90
Monster,74,8.72,247562,9,82
Beet the Vandel Buster,52,7.06,9848,-1,25
Azumanga Daioh,26,8.06,170901,10,49
Chobits,26,7.57,266846,7,54
Mobile Suit Gundam Wing,49,7.87,86001,9,76
Hachimitsu to Clover,24,8.18,130646,-1,36
Eyeshield 21,145,8.08,83648,8,96
Texhnolyze,22,7.78,95859,4,48
Mobile Suit Gundam,43,7.89,51566,8,44
Cowboy Bebop,26,8.82,486824,8,14
Naruto,220,7.81,683297,6,61
Naruto,220,7.81,683297,9,27
Trigun,26,8.32,283069,9,42
D.N.Angel,26,7.35,126914,-1,19
Trigun,26,8.32,283069,9,40
Naruto,220,7.81,683297,6,6
Monster,74,8.72,247562,9,63
Black Cat,23,7.52,150512,7,62
Naruto,220,7.81,683297,9,50
Chrno Crusade,24,7.8,140865,7,71
Cowboy Bebop,26,8.82,486824,10,68
Full Metal Panic? Fumoffu,12,8.21,171086,-1,40
Chobits,26,7.57,266846,-1,83
Naruto,220,7.81,683297,-1,96
Monster,74,8.72,247562,10,70
Mobile Suit Gundam,43,7.89,51566,-1,78
Aa! Megami-sama! (TV),24,7.45,96694,-1,17
Eyeshield 21,145,8.08,83648,-1,95
Initial D Fourth Stage,24,8.24,41584,7,83
Naruto,220,7.81,683297,8,51
Kidou Tenshi Angelic Layer,26,7.32,39758,-1,82
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,4,51
After War Gundam X,39,7.39,19132,6,4
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,7,3
Rozen Maiden: Tr?umend,12,7.78,72645,8,70
Hachimitsu to Clover,24,8.18,130646,10,68
Mobile Suit Gundam Seed,50,7.93,96973,10,54
Black Cat,23,7.52,150512,7,82
Blue Gender,26,7.13,40581,-1,65
Rozen Maiden: Tr?umend,12,7.78,72645,7,51
Texhnolyze,22,7.78,95859,-1,64
Full Metal Panic! The Second Raid,13,8.06,155340,9,73
Trigun,26,8.32,283069,-1,19
Initial D Fourth Stage,24,8.24,41584,9,28
Mobile Suit Gundam Seed,50,7.93,96973,9,62
Beck,26,8.4,148328,9,42
Mobile Suit Gundam Wing,49,7.87,86001,8,88
Avenger,13,6.02,12286,7,88
Beck,26,8.4,148328,-1,19
Trigun,26,8.32,283069,-1,16
Mobile Suit Gundam Seed,50,7.93,96973,8,49
Cowboy Bebop,26,8.82,486824,10,70
Azumanga Daioh,26,8.06,170901,9,74
Hachimitsu to Clover,24,8.18,130646,9,44
Neon Genesis Evangelion,26,8.32,461946,-1,100
Full Metal Panic? Fumoffu,12,8.21,171086,7,12
Kidou Tenshi Angelic Layer,26,7.32,39758,7,99
School Rumble,26,8.06,178553,9,35
Mobile Suit Gundam Seed,50,7.93,96973,7,60
Mai-HiME,26,7.59,76492,8,86
Cowboy Bebop,26,8.82,486824,-1,5
Mobile Suit Gundam Seed,50,7.93,96973,8,12
Azumanga Daioh,26,8.06,170901,9,71
Shuffle!,24,7.31,158772,9,18
Cowboy Bebop,26,8.82,486824,10,69
Shuffle!,24,7.31,158772,9,59
Neon Genesis Evangelion,26,8.32,461946,8,39
Beck,26,8.4,148328,8,58
Mobile Suit Gundam Seed,50,7.93,96973,6,46
Beck,26,8.4,148328,7,91
Berserk,25,8.4,226430,8,22
Full Metal Panic? Fumoffu,12,8.21,171086,10,72
Full Metal Panic! The Second Raid,13,8.06,155340,9,37
Naruto,220,7.81,683297,9,96
Shuffle!,24,7.31,158772,8,14
Mobile Suit Gundam Seed Destiny,50,7.36,65896,10,70
Cowboy Bebop,26,8.82,486824,9,85
Naruto,220,7.81,683297,8,7
Full Metal Panic!,24,7.81,256325,-1,65
Yakitate!! Japan,69,8.05,50876,7,35
Initial D Fourth Stage,24,8.24,41584,8,34
Full Metal Panic!,24,7.81,256325,10,96
Mobile Suit Gundam ZZ,47,6.81,17517,8,56
Basilisk: Kouga Ninpou Chou,24,7.68,98144,10,84
Full Metal Panic? Fumoffu,12,8.21,171086,9,56
Trigun,26,8.32,283069,10,98
Neon Genesis Evangelion,26,8.32,461946,8,79
Naruto,220,7.81,683297,1,70
DearS,12,6.8,91037,-1,47
Naruto,220,7.81,683297,-1,77
Trinity Blood,24,7.44,113791,8,16
Full Metal Panic!,24,7.81,256325,9,89
Neon Genesis Evangelion,26,8.32,461946,10,85
Trigun,26,8.32,283069,10,82
Naruto,220,7.81,683297,7,33
Black Cat,23,7.52,150512,7,19
Naruto,220,7.81,683297,8,20
Witch Hunter Robin,26,7.36,64905,7,26
Black Cat,23,7.52,150512,-1,11
Cowboy Bebop,26,8.82,486824,10,18
Gakuen Alice,26,7.8,52995,9,60
DearS,12,6.8,91037,9,28
Mobile Suit Gundam Seed Destiny,50,7.36,65896,6,75
Neon Genesis Evangelion,26,8.32,461946,10,60
Neon Genesis Evangelion,26,8.32,461946,10,68
Cowboy Bebop,26,8.82,486824,6,59
Chobits,26,7.57,266846,8,96
Chobits,26,7.57,266846,8,65
Hachimitsu to Clover,24,8.18,130646,-1,46
Trigun,26,8.32,283069,9,70
Full Metal Panic! The Second Raid,13,8.06,155340,7,81
Full Metal Panic? Fumoffu,12,8.21,171086,8,18
Cowboy Bebop,26,8.82,486824,10,34
Full Metal Panic? Fumoffu,12,8.21,171086,-1,89
Azumanga Daioh,26,8.06,170901,-1,25
Mobile Suit Gundam Seed Destiny,50,7.36,65896,7,95
Full Metal Panic!,24,7.81,256325,8,48
Berserk,25,8.4,226430,10,14
Rozen Maiden,12,7.57,128688,8,48
Mai-HiME,26,7.59,76492,5,76
School Rumble,26,8.06,178553,8,91
Rozen Maiden,12,7.57,128688,8,10
Chrno Crusade,24,7.8,140865,8,10
Azumanga Daioh,26,8.06,170901,-1,36
Aa! Megami-sama! (TV),24,7.45,96694,10,59
Shuffle!,24,7.31,158772,8,29
Berserk,25,8.4,226430,10,76
Naruto,220,7.81,683297,10,25
Black Cat,23,7.52,150512,5,98
Shuffle!,24,7.31,158772,7,13
Prince of Tennis,178,8.04,87643,-1,64
Naruto,220,7.81,683297,7,49
Neon Genesis Evangelion,26,8.32,461946,9,82
Full Metal Panic!,24,7.81,256325,8,94
Mobile Suit Gundam Seed,50,7.93,96973,7,45
Rozen Maiden,12,7.57,128688,-1,77
Azumanga Daioh,26,8.06,170901,7,42
Trigun,26,8.32,283069,9,12
Shuffle!,24,7.31,158772,8,86
Full Metal Panic!,24,7.81,256325,10,87
Trigun,26,8.32,283069,10,21
Chobits,26,7.57,266846,8,44
Mai-HiME,26,7.59,76492,9,77
Cowboy Bebop,26,8.82,486824,10,27
Mai-HiME,26,7.59,76492,5,3
Naruto,220,7.81,683297,7,78
Naruto,220,7.81,683297,7,82
Azumanga Daioh,26,8.06,170901,8,19
Texhnolyze,22,7.78,95859,-1,23
Rozen Maiden,12,7.57,128688,9,26
Mobile Suit Gundam Seed,50,7.93,96973,7,72
Mobile Suit Gundam,43,7.89,51566,8,91
Monster,74,8.72,247562,8,76
Full Metal Panic? Fumoffu,12,8.21,171086,-1,61
Rozen Maiden: Tr?umend,12,7.78,72645,9,1
Monster,74,8.72,247562,10,53
Trigun,26,8.32,283069,10,20
Black Cat,23,7.52,150512,7,74
Full Metal Panic? Fumoffu,12,8.21,171086,8,6
Trigun,26,8.32,283069,7,58
Full Metal Panic!,24,7.81,256325,7,99
Full Metal Panic? Fumoffu,12,8.21,171086,10,87
Neon Genesis Evangelion,26,8.32,461946,-1,13
Full Metal Panic! The Second Raid,13,8.06,155340,-1,71
Neon Genesis Evangelion,26,8.32,461946,7,9
Mai-Otome,26,7.4,36924,-1,98
Blue Gender,26,7.13,40581,-1,86
D.N.Angel,26,7.35,126914,8,83
Beck,26,8.4,148328,5,91
Naruto,220,7.81,683297,7,88
Initial D Fourth Stage,24,8.24,41584,7,91
D.N.Angel,26,7.35,126914,7,50
Neon Genesis Evangelion,26,8.32,461946,7,62
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,9,40
Black Cat,23,7.52,150512,10,75
Mobile Suit Gundam Seed Destiny,50,7.36,65896,10,55
Cowboy Bebop,26,8.82,486824,-1,49
Black Cat,23,7.52,150512,-1,27
Azumanga Daioh,26,8.06,170901,8,33
After War Gundam X,39,7.39,19132,7,25
Azumanga Daioh,26,8.06,170901,8,45
Mobile Suit Gundam Seed Destiny,50,7.36,65896,10,84
Neon Genesis Evangelion,26,8.32,461946,7,47
Full Metal Panic! The Second Raid,13,8.06,155340,8,99
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,8,95
Naruto,220,7.81,683297,9,22
Neon Genesis Evangelion,26,8.32,461946,4,11
Ai Yori Aoshi,24,7.24,66597,7,86
School Rumble,26,8.06,178553,8,45
Mobile Suit Gundam Wing,49,7.87,86001,-1,95
Mai-HiME,26,7.59,76492,8,99
Full Metal Panic? Fumoffu,12,8.21,171086,8,4
Shuffle!,24,7.31,158772,8,36
Monster,74,8.72,247562,10,73
Cowboy Bebop,26,8.82,486824,-1,70
Neon Genesis Evangelion,26,8.32,461946,8,74
Last Exile,26,7.94,104193,7,69
Neon Genesis Evangelion,26,8.32,461946,8,61
Neon Genesis Evangelion,26,8.32,461946,9,30
Neon Genesis Evangelion,26,8.32,461946,-1,83
Naruto,220,7.81,683297,8,96
Cowboy Bebop,26,8.82,486824,8,77
Full Metal Panic? Fumoffu,12,8.21,171086,9,49
Naruto,220,7.81,683297,-1,25
Rozen Maiden,12,7.57,128688,8,48
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,8,31
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,8,9
Azumanga Daioh,26,8.06,170901,9,31
Neon Genesis Evangelion,26,8.32,461946,-1,15
Beck,26,8.4,148328,10,31
Naruto,220,7.81,683297,8,80
Mobile Suit Gundam Wing,49,7.87,86001,-1,83
Mobile Suit Gundam Seed Destiny,50,7.36,65896,9,30
Rozen Maiden,12,7.57,128688,3,5
Ai Yori Aoshi,24,7.24,66597,-1,82
Mobile Suit Victory Gundam,51,6.98,12673,7,78
Gakuen Alice,26,7.8,52995,7,52
Soukyuu no Fafner: Dead Aggressor,25,7.38,27516,9,34
Full Metal Panic? Fumoffu,12,8.21,171086,10,71
Neon Genesis Evangelion,26,8.32,461946,9,57
Chobits,26,7.57,266846,8,4
Shuffle!,24,7.31,158772,8,80
Azumanga Daioh,26,8.06,170901,7,73
Shuffle!,24,7.31,158772,7,27
Rozen Maiden: Tr?umend,12,7.78,72645,9,14
D.N.Angel,26,7.35,126914,8,28
Sunabouzu,24,7.55,65516,7,30
Naruto,220,7.81,683297,7,80
Mobile Suit Gundam,43,7.89,51566,6,52
Gakuen Alice,26,7.8,52995,6,81
Naruto,220,7.81,683297,7,65
Naruto,220,7.81,683297,10,80
Ai Yori Aoshi,24,7.24,66597,5,79
Rozen Maiden: Tr?umend,12,7.78,72645,-1,50
Neon Genesis Evangelion,26,8.32,461946,10,1
Cowboy Bebop,26,8.82,486824,8,4
Cowboy Bebop,26,8.82,486824,-1,8
Aa! Megami-sama! (TV),24,7.45,96694,-1,21
Full Metal Panic! The Second Raid,13,8.06,155340,8,40
Naruto,220,7.81,683297,8,92
Kidou Tenshi Angelic Layer,26,7.32,39758,7,44
Aa! Megami-sama! (TV),24,7.45,96694,7,78
Full Metal Panic!,24,7.81,256325,8,99
Prince of Tennis,178,8.04,87643,8,72
Berserk,25,8.4,226430,9,41
Full Metal Panic!,24,7.81,256325,-1,84
Mai-HiME,26,7.59,76492,-1,23
Mai-Otome,26,7.4,36924,-1,50
Full Metal Panic!,24,7.81,256325,8,35
Mobile Suit Gundam Wing,49,7.87,86001,3,48
Chrno Crusade,24,7.8,140865,7,48
Rozen Maiden,12,7.57,128688,-1,99
Gakuen Alice,26,7.8,52995,-1,42
Ai Yori Aoshi,24,7.24,66597,8,42
Trigun,26,8.32,283069,9,98
Monster,74,8.72,247562,7,56
Rozen Maiden: Tr?umend,12,7.78,72645,8,47
Mobile Fighter G Gundam,49,7.62,36338,10,96
Mobile Suit Gundam Seed Destiny,50,7.36,65896,8,26
Full Metal Panic? Fumoffu,12,8.21,171086,7,58
Prince of Tennis,178,8.04,87643,-1,73
Trinity Blood,24,7.44,113791,7,42
Yakitate!! Japan,69,8.05,50876,8,70
Chobits,26,7.57,266846,9,45
Zipang,26,7.56,8630,8,99
Black Cat,23,7.52,150512,7,64
D.N.Angel,26,7.35,126914,9,17
Full Metal Panic!,24,7.81,256325,7,79
Prince of Tennis,178,8.04,87643,-1,74
Trigun,26,8.32,283069,10,70
Naruto,220,7.81,683297,-1,9
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,-1,1
Azumanga Daioh,26,8.06,170901,9,52
Hungry Heart: Wild Striker,52,7.74,13469,10,37
Naruto,220,7.81,683297,8,14
Naruto,220,7.81,683297,-1,89
Neon Genesis Evangelion,26,8.32,461946,-1,60
School Rumble,26,8.06,178553,10,42
Neon Genesis Evangelion,26,8.32,461946,8,20
Naruto,220,7.81,683297,7,55
Black Cat,23,7.52,150512,9,54
Neon Genesis Evangelion,26,8.32,461946,8,33
Full Metal Panic? Fumoffu,12,8.21,171086,10,49
Full Metal Panic! The Second Raid,13,8.06,155340,10,25
Blue Gender,26,7.13,40581,9,86
Cowboy Bebop,26,8.82,486824,10,31
Chobits,26,7.57,266846,7,64
Kidou Tenshi Angelic Layer,26,7.32,39758,6,86
Naruto,220,7.81,683297,5,27
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,9,10
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,9,2
Sunabouzu,24,7.55,65516,5,75
Berserk,25,8.4,226430,10,94
Berserk,25,8.4,226430,8,17
Naruto,220,7.81,683297,8,69
Azumanga Daioh,26,8.06,170901,8,37
Trinity Blood,24,7.44,113791,6,54
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,-1,70
Aa! Megami-sama! (TV),24,7.45,96694,-1,81
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,7,2
Chobits,26,7.57,266846,-1,43
Full Metal Panic!,24,7.81,256325,7,38
Black Cat,23,7.52,150512,4,77
Cowboy Bebop,26,8.82,486824,8,56
Azumanga Daioh,26,8.06,170901,8,70
Mai-Otome,26,7.4,36924,-1,35
Full Metal Panic? Fumoffu,12,8.21,171086,6,44
Aa! Megami-sama! (TV),24,7.45,96694,10,70
Trinity Blood,24,7.44,113791,8,15
Cowboy Bebop,26,8.82,486824,7,84
Shuffle!,24,7.31,158772,7,98
Trigun,26,8.32,283069,10,19
Naruto,220,7.81,683297,7,26
Naruto,220,7.81,683297,7,42
Shuffle!,24,7.31,158772,-1,61
Neon Genesis Evangelion,26,8.32,461946,7,85
Azumanga Daioh,26,8.06,170901,9,65
Chobits,26,7.57,266846,9,28
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,7,61
Full Metal Panic! The Second Raid,13,8.06,155340,7,52
Naruto,220,7.81,683297,7,76
Initial D Fourth Stage,24,8.24,41584,-1,33
Aa! Megami-sama! (TV),24,7.45,96694,-1,95
Neon Genesis Evangelion,26,8.32,461946,7,18
School Rumble,26,8.06,178553,-1,3
Witch Hunter Robin,26,7.36,64905,9,27
Blue Gender,26,7.13,40581,8,87
Berserk,25,8.4,226430,-1,48
Azumanga Daioh,26,8.06,170901,-1,18
Neon Genesis Evangelion,26,8.32,461946,9,20
Mai-Otome,26,7.4,36924,7,57
Neon Genesis Evangelion,26,8.32,461946,-1,15
Ai Yori Aoshi,24,7.24,66597,9,19
Berserk,25,8.4,226430,9,61
Cowboy Bebop,26,8.82,486824,10,69
D.N.Angel,26,7.35,126914,5,2
D.C.: Da Capo,26,6.93,49909,6,86
DearS,12,6.8,91037,7,56
Neon Genesis Evangelion,26,8.32,461946,10,40
School Rumble,26,8.06,178553,7,6
D.N.Angel,26,7.35,126914,9,68
Hachimitsu to Clover,24,8.18,130646,7,23
Berserk,25,8.4,226430,7,8
Azumanga Daioh,26,8.06,170901,10,87
D.N.Angel,26,7.35,126914,9,90
Chobits,26,7.57,266846,7,1
Shuffle!,24,7.31,158772,5,60
Black Cat,23,7.52,150512,7,4
D.N.Angel,26,7.35,126914,5,41
Chrno Crusade,24,7.8,140865,10,40
Yakitate!! Japan,69,8.05,50876,8,30
Berserk,25,8.4,226430,8,94
Initial D Fourth Stage,24,8.24,41584,-1,31
Trinity Blood,24,7.44,113791,8,63
Full Metal Panic!,24,7.81,256325,8,12
Trigun,26,8.32,283069,9,77
Chobits,26,7.57,266846,7,60
Chrno Crusade,24,7.8,140865,-1,84
Beck,26,8.4,148328,9,63
Mobile Suit Gundam Seed Destiny,50,7.36,65896,-1,22
Azumanga Daioh,26,8.06,170901,9,41
Mobile Suit Gundam,43,7.89,51566,9,96
D.N.Angel,26,7.35,126914,7,94
Naruto,220,7.81,683297,8,42
Mobile Suit Gundam Seed Destiny,50,7.36,65896,7,56
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,5,4
Trigun,26,8.32,283069,-1,6
Berserk,25,8.4,226430,-1,43
Rozen Maiden,12,7.57,128688,7,50
Full Metal Panic? Fumoffu,12,8.21,171086,7,15
Neon Genesis Evangelion,26,8.32,461946,10,92
D.C.: Da Capo,26,6.93,49909,8,33
Chobits,26,7.57,266846,9,63
Naruto,220,7.81,683297,9,81
Berserk,25,8.4,226430,-1,17
Mobile Suit Zeta Gundam,50,8.03,28959,10,39
Chobits,26,7.57,266846,6,62
Initial D Fourth Stage,24,8.24,41584,8,2
Naruto,220,7.81,683297,8,33
Trigun,26,8.32,283069,9,37
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,10,96
