个人信息,校园卡编号,消费金额,存储金额,余额,消费次数,消费类型,消费地点,消费时间
182115-女,20182115,2,0,139.4,620,消费,第二食堂,2019-04-29 08_4
181322-女,20181322,0.5,0,116.8,1082,消费,第二食堂,2019-04-10 11_9
181487-男,20181487,5,0,75.6,1054,消费,红太阳超市,2019-04-17 14_6
182573-女,20182573,1.2,0,25.2,561,消费,第五食堂,2019-04-19 07_8
182379-女,20182379,2.5,0,131,910,消费,第五食堂,2019-04-29 17_0
182117-女,20182117,5,0,221.91,883,消费,第四食堂,2019-04-26 10_5
183359-女,20183359,2.5,0,64.7,588,消费,第一食堂,2019-04-17 16_7
181840-男,20181840,7,0,119.2,611,消费,第四食堂,2019-04-25 11_11
182206-女,20182206,3.5,0,8.6,703,消费,好利来食品店,2019-04-15 07_8
182481-女,20182481,2.1,0,79.5,600,消费,第五食堂,2019-04-09 17_4
181744-女,20181744,2.1,0,161.1,578,消费,第二食堂,2019-04-17 00_0
182351-女,20182351,4,0,96.2,451,消费,第一食堂,2019-04-21 10_9
183574-女,20183574,3.5,0,158.71,1160,消费,第二食堂,2019-04-22 17_9
180855-女,2018855,1,0,111,336,消费,第二食堂,2019-04-10 07_8
180122-女,2018122,8.1,0,131.9,728,消费,第五食堂,2019-04-24 12_1
182523-女,20182523,5.8,0,42.3,593,消费,好利来食品店,2019-04-16 12_3
183795-女,20183795,2.5,0,64.1,535,消费,好利来食品店,2019-04-11 14_3
183054-男,20183054,5.5,0,352.1,643,消费,第三食堂,2019-04-21 18_0
183019-男,20183019,2,0,47.4,384,消费,第二食堂,2019-04-22 07_8
184036-女,20184036,7,0,186.2,813,消费,第四食堂,2019-04-03 13_1
182398-女,20182398,4,0,61.1,435,消费,好利来食品店,2019-04-03 20_6
182219-男,20182219,9,0,156.3,626,消费,第三食堂,2019-04-05 11_10
181320-女,20181320,7,0,20.1,743,消费,红太阳超市,2019-04-30 09_8
182930-男,20182930,3,0,27.1,868,消费,第五食堂,2019-04-26 11_11
182359-女,20182359,3,0,53.31,551,消费,好利来食品店,2019-04-23 07_7
181081-男,20181081,6,0,64.06,707,消费,第一食堂,2019-04-09 21_10
183853-女,20183853,6.5,0,42,524,消费,第三食堂,2019-04-30 11_0
180085-女,201885,1.2,0,5.2,771,消费,第五食堂,2019-04-10 07_7
181346-男,20181346,0.8,0,58.8,803,消费,第二食堂,2019-04-12 17_9
182674-女,20182674,7,0,93.9,586,消费,第三食堂,2019-04-11 11_3
182083-女,20182083,2,0,21.1,390,消费,好利来食品店,2019-04-25 11_10
181102-男,20181102,2,0,53.6,1014,消费,第二食堂,2019-04-18 11_8
181026-女,20181026,0.6,0,26.05,639,消费,第二食堂,2019-04-01 07_7
183019-男,20183019,8,0,116.9,372,消费,第四食堂,2019-04-15 17_5
180868-女,2018868,2.5,0,110.8,711,消费,第二食堂,2019-04-19 00_0
181293-女,20181293,0.4,0,56.7,953,消费,第二食堂,2019-04-17 11_9
182010-女,20182010,3,0,43.4,498,消费,第四食堂,2019-04-16 11_7
180495-女,2018495,2,0,299,716,消费,第五食堂,2019-04-18 11_5
181465-男,20181465,2.5,0,4.5,909,消费,第二食堂,2019-04-10 17_9
180548-女,2018548,1.5,0,64.4,755,消费,第一食堂,2019-04-08 12_0
181842-男,20181842,4.5,0,59.7,427,消费,第二食堂,2019-04-23 18_2
184001-男,20184001,4.5,0,7.5,789,消费,第一食堂,2019-04-05 09_8
183334-男,20183334,4,0,95.9,922,消费,第二食堂,2019-04-17 17_5
182387-女,20182387,3.5,0,25.2,824,消费,第五食堂,2019-04-01 18_1
181753-女,20181753,5,0,52.4,668,消费,第二食堂,2019-04-19 22_5
184297-男,20184297,8.5,0,348.1,510,消费,第三食堂,2019-04-01 17_10
181556-男,20181556,4,0,185.2,1232,消费,第二食堂,2019-04-22 18_2
183243-女,20183243,0.6,0,109.4,934,消费,第二食堂,2019-04-21 09_9
183606-女,20183606,8,0,43,349,消费,第四食堂,2019-04-23 17_11
181743-女,20181743,2.5,0,65.41,486,消费,第一食堂,2019-04-06 10_1
182079-女,20182079,0.5,0,57,566,消费,第五食堂,2019-04-12 15_1
183895-女,20183895,4.5,0,45.7,466,消费,第一食堂,2019-04-10 11_12
180932-男,2018932,10,0,65.5,422,消费,第二食堂,2019-04-10 18_10
182240-女,20182240,4.5,0,86.3,538,消费,好利来食品店,2019-04-11 16_9
183137-女,20183137,0.5,0,104.3,555,消费,第三食堂,2019-04-18 11_10
181153-男,20181153,0.6,0,30.6,475,消费,第二食堂,2019-04-12 07_7
182122-女,20182122,5,0,83.46,519,消费,第三食堂,2019-04-09 18_2
182903-男,20182903,4.1,0,87.5,665,消费,第五食堂,2019-04-26 07_2
180416-女,2018416,0.4,0,78.7,575,消费,第五食堂,2019-04-22 11_4
181931-女,20181931,7.5,0,11.8,660,消费,第四食堂,2019-04-09 12_7
181056-男,20181056,6,0,56.8,420,消费,第四食堂,2019-04-04 21_1
180808-女,2018808,3.5,0,68.52,825,消费,第二食堂,2019-04-16 11_5
181444-男,20181444,7,0,33.7,509,消费,第四食堂,2019-04-03 19_8
181722-女,20181722,3,0,142.3,646,消费,第一食堂,2019-04-24 16_6
180164-女,2018164,0.4,0,70.1,769,消费,第五食堂,2019-04-08 11_8
182414-男,20182414,3,0,91.7,489,消费,第二食堂,2019-04-01 09_7
184007-男,20184007,1.5,0,69,686,消费,第一食堂,2019-04-23 11_0
181961-男,20181961,0.6,0,283.8,606,消费,第五食堂,2019-04-25 12_1
182731-男,20182731,3,0,46.92,578,消费,第二食堂,2019-04-16 15_5
183288-男,20183288,6,0,26.9,667,消费,第一食堂,2019-04-05 11_3
182133-女,20182133,1,0,99.4,761,消费,第五食堂,2019-04-24 07_5
182370-女,20182370,0.5,0,30.2,712,消费,第三食堂,2019-04-04 17_5
180595-女,2018595,3.5,0,33.5,118,消费,好利来食品店,2019-04-04 14_5
184078-男,20184078,2,0,6.51,614,消费,第一食堂,2019-04-19 07_8
181084-男,20181084,0,100,100.27,746,存款,财务处,2019-04-03 17_3
183847-女,20183847,6,0,16.1,541,消费,第四食堂,2019-04-21 18_11
180770-女,2018770,8,0,94.1,667,消费,第四食堂,2019-04-30 18_4
180395-女,2018395,0,100,108.6,578,存款,财务处,2019-04-15 17_2
180201-女,2018201,7,0,137.8,487,消费,第四食堂,2019-04-23 12_1
180086-女,201886,2,0,90.3,731,消费,第五食堂,2019-04-24 16_6
181271-女,20181271,9,0,212.1,766,消费,第二食堂,2019-04-01 12_1
181445-男,20181445,3,0,42.2,586,消费,红太阳超市,2019-04-22 07_10
180689-女,2018689,0,200,202.35,861,存款,财务处,2019-04-22 16_6
182721-男,20182721,3.5,0,35.3,158,消费,好利来食品店,2019-04-27 10_7
181588-女,20181588,2,0,16.6,498,消费,第四食堂,2019-04-07 14_2
182992-男,20182992,3,0,15.5,569,消费,第五食堂,2019-04-16 17_9
182165-女,20182165,8,0,94.8,433,消费,第三食堂,2019-04-25 17_7
181773-男,20181773,3.3,0,113.6,766,消费,第一食堂,2019-04-02 08_8
180872-女,2018872,5,0,53.4,754,消费,第二食堂,2019-04-29 19_11
181268-女,20181268,0.4,0,38.8,1019,消费,第二食堂,2019-04-08 17_7
180412-女,2018412,2.5,0,56.9,869,消费,第一食堂,2019-04-25 12_10
184329-男,20184329,0.5,0,29.6,379,消费,第二食堂,2019-04-12 11_8
180860-女,2018860,1.6,0,33.4,871,消费,第二食堂,2019-04-30 07_10
181274-女,20181274,1.5,0,6.7,727,消费,第二食堂,2019-04-21 11_7
181345-男,20181345,10,0,5,547,消费,红太阳超市,2019-04-18 12_2
181874-女,20181874,8,0,174.5,464,消费,第四食堂,2019-04-29 11_7
182079-女,20182079,4.5,0,40.6,629,消费,第五食堂,2019-04-25 11_11
180640-女,2018640,9,0,164.3,755,消费,第二食堂,2019-04-02 11_11
183346-男,20183346,3,0,1.92,836,消费,第二食堂,2019-04-26 20_4
183390-女,20183390,4.5,0,73,815,消费,红太阳超市,2019-04-12 08_5
183018-男,20183018,1,0,10.45,483,消费,第三食堂,2019-04-08 12_1
180651-女,2018651,0.5,0,65.4,968,消费,第二食堂,2019-04-26 11_10
180931-男,2018931,9,0,119.3,763,消费,第四食堂,2019-04-13 12_1
180504-女,2018504,8.1,0,81.6,590,消费,第五食堂,2019-04-25 11_2
181543-男,20181543,9,0,7,663,消费,第二食堂,2019-04-09 20_9
181803-男,20181803,3,0,182.55,718,消费,第一食堂,2019-04-18 21_0
183849-女,20183849,3.6,0,22.5,473,消费,第五食堂,2019-04-13 09_1
180058-女,201858,0,85,85.84,647,存款,财务处,2019-04-23 12_0
181785-男,20181785,0.6,0,136.7,751,消费,第二食堂,2019-04-30 07_10
182033-男,20182033,10,0,41.85,444,消费,第四食堂,2019-04-26 11_10
180765-男,2018765,7,0,24.9,726,消费,第四食堂,2019-04-10 17_8
181495-男,20181495,12,0,72.25,606,消费,第二食堂,2019-04-11 11_7
180674-女,2018674,3,0,78.9,571,消费,第二食堂,2019-04-23 21_1
182415-男,20182415,1.2,0,54,618,消费,第二食堂,2019-04-08 07_5
182622-女,20182622,3,0,125.8,1019,消费,第五食堂,2019-04-08 16_5
181095-男,20181095,3,0,93.8,753,消费,第二食堂,2019-04-01 18_4
180870-女,2018870,3.5,0,53.1,563,消费,第二食堂,2019-04-27 17_12
182919-男,20182919,11,0,22,515,消费,好利来食品店,2019-04-12 07_8
183583-女,20183583,2,0,78.7,773,消费,第二食堂,2019-04-27 10_10
180806-女,2018806,1.2,0,252.3,657,消费,第二食堂,2019-04-03 07_4
181470-男,20181470,2.5,0,27.4,804,消费,第一食堂,2019-04-10 11_10
182816-女,20182816,0.4,0,124.3,904,消费,第五食堂,2019-04-26 11_6
180806-女,2018806,7,0,274.3,649,消费,第四食堂,2019-04-01 17_10
182467-女,20182467,5,0,136.2,548,消费,第五食堂,2019-04-23 16_5
180561-女,2018561,8,0,144.8,730,消费,第四食堂,2019-04-29 11_1
182682-女,20182682,9,0,258.9,589,消费,第三食堂,2019-04-09 12_1
180381-女,2018381,3,0,76.1,617,消费,第五食堂,2019-04-01 11_5
180477-女,2018477,4,0,61.1,822,消费,第五食堂,2019-04-21 19_1
180505-女,2018505,7.5,0,266.1,701,消费,第三食堂,2019-04-01 18_1
184074-男,20184074,2.5,0,12.4,718,消费,第一食堂,2019-04-16 09_7
180399-女,2018399,2.5,0,19.5,728,消费,第三食堂,2019-04-17 18_3
180445-女,2018445,0,50,103,736,存款,财务处,2019-04-22 17_5
181840-男,20181840,8.5,0,35.2,561,消费,红太阳超市,2019-04-01 22_0
182848-男,20182848,2,0,44.31,957,消费,第二食堂,2019-04-12 20_4
181099-男,20181099,3.5,0,37.4,1019,消费,第二食堂,2019-04-07 18_0
183238-女,20183238,0.4,0,12.2,629,消费,第二食堂,2019-04-18 16_8
183206-男,20183206,2.5,0,14.21,704,消费,第五食堂,2019-04-16 22_2
181579-男,20181579,0.7,0,114.6,717,消费,第一食堂,2019-04-05 11_5
181364-男,20181364,2.5,0,37.4,470,消费,第一食堂,2019-04-21 17_6
184038-女,20184038,0.5,0,91.7,744,消费,第一食堂,2019-04-18 12_5
183584-女,20183584,1.5,0,96.6,179,消费,第二食堂,2019-04-17 07_11
183954-女,20183954,1.6,0,205.11,734,消费,第五食堂,2019-04-12 07_8
181310-女,20181310,2.5,0,100.36,572,消费,第二食堂,2019-04-01 17_9
180259-女,2018259,3.5,0,14.6,465,消费,第二食堂,2019-04-03 13_1
182367-女,20182367,4.5,0,54.6,507,消费,第五食堂,2019-04-04 18_10
181151-男,20181151,6,0,127.4,638,消费,第一食堂,2019-04-11 11_11
181059-男,20181059,2.5,0,75.5,413,消费,第二食堂,2019-04-08 20_2
183953-女,20183953,0.4,0,72.5,648,消费,第五食堂,2019-04-08 12_2
183321-女,20183321,1.5,0,47.4,667,消费,第一食堂,2019-04-01 07_10
183425-女,20183425,0,50,171.66,1168,存款,财务处,2019-04-16 11_10
183276-男,20183276,3,0,69,689,消费,第二食堂,2019-04-21 17_11
183235-男,20183235,2,0,68.8,753,消费,第二食堂,2019-04-29 09_1
182038-男,20182038,2,0,88.2,791,消费,第五食堂,2019-04-18 11_9
183742-女,20183742,1,0,66.45,644,消费,第五食堂,2019-04-04 07_7
183168-男,20183168,2.5,0,20,462,消费,第一食堂,2019-04-08 07_9
180942-男,2018942,0.7,0,77.3,784,消费,第二食堂,2019-04-25 11_3
180849-女,2018849,1.5,0,47.6,956,消费,第二食堂,2019-04-15 11_8
181196-女,20181196,6.5,0,131.46,748,消费,第二食堂,2019-04-03 12_11
182598-女,20182598,5,0,4.5,588,消费,第五食堂,2019-04-23 12_3
180611-女,2018611,0.4,0,169.1,797,消费,第二食堂,2019-04-10 11_11
183001-男,20183001,0.6,0,112.5,495,消费,第五食堂,2019-04-09 07_2
183851-女,20183851,0.7,0,81.5,675,消费,第五食堂,2019-04-20 07_10
181179-女,20181179,0.6,0,9.7,817,消费,第五食堂,2019-04-18 07_4
183915-女,20183915,2,0,101.1,533,消费,第五食堂,2019-04-26 16_6
180801-女,2018801,1.5,0,84.6,747,消费,第一食堂,2019-04-08 16_2
181198-女,20181198,0.5,0,53.8,925,消费,第二食堂,2019-04-19 11_11
182587-女,20182587,7,0,39.5,255,消费,第四食堂,2019-04-09 12_4
180686-女,2018686,3,0,42.05,468,消费,第二食堂,2019-04-18 11_11
180853-女,2018853,4,0,154.2,567,消费,第二食堂,2019-04-10 22_4
183954-女,20183954,4.1,0,96.61,756,消费,第五食堂,2019-04-22 09_6
180253-女,2018253,0.4,0,37.8,626,消费,第五食堂,2019-04-22 17_4
180398-女,2018398,7,0,44.7,695,消费,第三食堂,2019-04-16 11_8
181461-男,20181461,0.4,0,61.7,646,消费,第二食堂,2019-04-26 12_0
182474-女,20182474,1.2,0,183.2,746,消费,第五食堂,2019-04-04 07_6
181664-男,20181664,0,50,56.18,772,存款,财务处,2019-04-11 17_10
183644-女,20183644,0.4,0,214.41,392,消费,第五食堂,2019-04-18 11_9
180518-男,2018518,4,0,8.2,589,消费,第二食堂,2019-04-30 18_4
181699-男,20181699,0,100,101.5,659,存款,财务处,2019-04-08 12_1
180527-男,2018527,2.5,0,131.66,828,消费,第一食堂,2019-04-24 12_3
183576-女,20183576,8,0,93.2,521,消费,第四食堂,2019-04-16 11_1
183220-男,20183220,2.5,0,46.75,1089,消费,第二食堂,2019-04-09 17_9
182580-女,20182580,1.5,0,97.45,622,消费,第五食堂,2019-04-24 12_1
184096-男,20184096,8,0,264,747,消费,第一食堂,2019-04-15 11_10
182429-女,20182429,11,0,26.5,589,消费,第四食堂,2019-04-17 12_7
181084-男,20181084,0.8,0,59.27,827,消费,第二食堂,2019-04-24 12_2
183949-女,20183949,4.5,0,46.8,481,消费,第一食堂,2019-04-08 11_11
182771-男,20182771,0.6,0,193.09,714,消费,第五食堂,2019-04-15 08_6
181271-女,20181271,7,0,55.2,802,消费,第四食堂,2019-04-10 17_10
180202-女,2018202,0.5,0,27.9,689,消费,第三食堂,2019-04-16 17_3
181639-男,20181639,8,0,76.2,681,消费,第四食堂,2019-04-01 11_4
181078-男,20181078,5.5,0,28.2,742,消费,红太阳超市,2019-04-01 16_5
182733-男,20182733,5,0,4.2,621,消费,第三食堂,2019-04-05 20_5
180274-女,2018274,7,0,67.4,982,消费,第五食堂,2019-04-16 12_2
183582-女,20183582,1.5,0,14.71,961,消费,第二食堂,2019-04-09 07_6
184008-男,20184008,3,0,78,632,消费,人文社科,2019-04-26 16_10
181155-男,20181155,4.5,0,73.8,443,消费,第一食堂,2019-04-05 11_11
181488-男,20181488,3,0,34.3,736,消费,第二食堂,2019-04-09 11_10
181406-男,20181406,0,100,102,540,存款,财务处,2019-04-09 18_0
182240-女,20182240,6,0,69.3,541,消费,第五食堂,2019-04-12 11_11
180208-女,2018208,1.2,0,101.1,559,消费,第五食堂,2019-04-18 07_5
180305-女,2018305,6.1,0,158.05,589,消费,第五食堂,2019-04-15 17_5
183973-男,20183973,0.6,0,52,690,消费,第三食堂,2019-04-20 11_10
180586-女,2018586,9,0,98.2,563,消费,第二食堂,2019-04-14 15_10
182492-女,20182492,7,0,113.18,589,消费,第五食堂,2019-04-11 12_1
182906-男,20182906,0.6,0,55.3,877,消费,第五食堂,2019-04-12 07_3
184302-男,20184302,8,0,56.7,863,消费,第一食堂,2019-04-06 20_0
180536-男,2018536,7,0,75.9,615,消费,第四食堂,2019-04-02 16_7
180213-男,2018213,1,0,33,502,消费,第二食堂,2019-04-26 07_10
181681-男,20181681,3,0,96.12,815,消费,第二食堂,2019-04-25 07_8
182434-女,20182434,7,0,212.95,649,消费,第四食堂,2019-04-01 17_0
181697-男,20181697,0.6,0,102.54,497,消费,第一食堂,2019-04-12 11_8
183076-男,20183076,8,0,28.7,586,消费,第三食堂,2019-04-09 12_2
180338-女,2018338,0.4,0,99.96,641,消费,第五食堂,2019-04-20 17_11
182793-男,20182793,1.5,0,64.9,491,消费,第五食堂,2019-04-15 09_6
182870-男,20182870,2.6,0,63.3,722,消费,第五食堂,2019-04-24 09_9
182704-女,20182704,8,0,35.86,277,消费,第三食堂,2019-04-26 12_1
183464-女,20183464,4,0,23.2,705,消费,第二食堂,2019-04-27 17_5
180218-男,2018218,2,0,64.9,682,消费,红太阳超市,2019-04-05 11_5
181110-男,20181110,8,0,124.1,853,消费,第四食堂,2019-04-26 12_6
180237-男,2018237,8,0,12.15,872,消费,第五食堂,2019-04-19 13_8
184250-男,20184250,2,0,82,516,消费,好利来食品店,2019-04-01 14_2
184146-女,20184146,3.5,0,250.5,779,消费,第二食堂,2019-04-22 18_2
183820-男,20183820,8,0,40.84,658,消费,第五食堂,2019-04-02 19_2
180391-女,2018391,2,0,16.25,646,消费,第五食堂,2019-04-11 09_0
183835-女,20183835,10,0,944.5,1130,消费,第一食堂,2019-04-01 11_10
182082-女,20182082,0.4,0,11.2,222,消费,第五食堂,2019-04-15 17_8
182323-女,20182323,7,0,65.3,572,消费,第四食堂,2019-04-23 11_9
180200-女,2018200,3,0,86.5,480,消费,第一食堂,2019-04-11 11_10
182861-男,20182861,3.5,0,73,647,消费,第五食堂,2019-04-30 19_3
182482-女,20182482,8.3,0,62.5,591,消费,第三食堂,2019-04-29 18_6
181424-男,20181424,8,0,79.3,921,消费,第三食堂,2019-04-06 20_0
180692-女,2018692,1.2,0,5.4,788,消费,第二食堂,2019-04-23 08_3
183020-男,20183020,0.6,0,13.7,591,消费,第三食堂,2019-04-30 12_6
181833-男,20181833,2,0,105.9,614,消费,第一食堂,2019-04-17 16_8
182884-女,20182884,2.5,0,87.8,758,消费,第三食堂,2019-04-24 17_2
182741-男,20182741,8,0,49.3,775,消费,第三食堂,2019-04-30 18_2
183224-男,20183224,3,0,83.5,978,消费,红太阳超市,2019-04-21 19_3
181913-男,20181913,1.2,0,26.4,550,消费,第一食堂,2019-04-26 07_7
181383-男,20181383,3,0,37.5,819,消费,第一食堂,2019-04-22 17_9
181096-男,20181096,4,0,19.2,647,消费,第二食堂,2019-04-27 12_1
181311-女,20181311,2.5,0,116.34,764,消费,第一食堂,2019-04-30 08_6
182306-男,20182306,9,0,137.51,276,消费,第四食堂,2019-04-22 11_10
181120-男,20181120,1.6,0,65.06,479,消费,第二食堂,2019-04-03 10_10
181956-女,20181956,10,0,73.2,406,消费,第四食堂,2019-04-18 11_10
180714-女,2018714,0.4,0,64.3,1104,消费,第二食堂,2019-04-15 11_11
183583-女,20183583,2,0,71.2,747,消费,第二食堂,2019-04-20 17_7
181298-女,20181298,2.5,0,21.85,496,消费,第二食堂,2019-04-15 16_7
181921-女,20181921,2,0,7.3,704,消费,第二食堂,2019-04-19 07_8
183352-男,20183352,4.5,0,73.6,715,消费,第二食堂,2019-04-22 00_0
181366-男,20181366,10,0,287.2,626,消费,第四食堂,2019-04-09 17_1
182817-女,20182817,0.6,0,88.9,317,消费,第五食堂,2019-04-21 11_6
181070-男,20181070,3,0,47,802,消费,第一食堂,2019-04-04 09_8
180719-女,2018719,2.5,0,16.3,385,消费,第一食堂,2019-04-16 11_11
181396-男,20181396,7,0,52.8,760,消费,第二食堂,2019-04-15 12_9
183434-男,20183434,8,0,82.5,655,消费,第四食堂,2019-04-04 11_8
182750-男,20182750,0.6,0,63.9,493,消费,第五食堂,2019-04-30 12_2
180514-男,2018514,2.5,0,46.94,986,消费,第一食堂,2019-04-04 18_3
180373-女,2018373,8,0,193,809,消费,第三食堂,2019-04-20 18_0
182505-女,20182505,1.5,0,32.16,651,消费,好利来食品店,2019-04-15 16_5
181285-女,20181285,1.2,0,69.35,764,消费,第二食堂,2019-04-18 07_9
181362-男,20181362,5,0,136.6,486,消费,第一食堂,2019-04-04 19_4
183606-女,20183606,6,0,45.3,290,消费,第四食堂,2019-04-04 18_10
180146-女,2018146,8,0,35.86,660,消费,第三食堂,2019-04-06 11_2
181664-男,20181664,0.6,0,84.88,841,消费,第二食堂,2019-04-26 07_8
180792-女,2018792,1.5,0,61.8,866,消费,第二食堂,2019-04-18 17_7
180631-男,2018631,2,0,59.7,816,消费,第二食堂,2019-04-22 07_7
184034-女,20184034,0,100,100.81,878,存款,财务处,2019-04-03 12_0
181335-男,20181335,0,100,111.2,767,存款,财务处,2019-04-24 16_1
181442-男,20181442,0.8,0,54.5,976,消费,第二食堂,2019-04-15 11_9
181322-女,20181322,4,0,144,1068,消费,第二食堂,2019-04-08 11_5
180353-女,2018353,7,0,36.8,632,消费,第四食堂,2019-04-16 12_0
183596-女,20183596,4,0,95.6,548,消费,第二食堂,2019-04-11 11_8
184075-男,20184075,10,0,58.6,663,消费,第四食堂,2019-04-23 11_10
182200-女,20182200,4.5,0,19.7,778,消费,第三食堂,2019-04-26 11_2
182413-男,20182413,7,0,99.81,509,消费,第四食堂,2019-04-17 18_4
180851-女,2018851,7,0,63.31,1043,消费,第四食堂,2019-04-20 12_2
180406-女,2018406,0.4,0,48.6,1018,消费,第五食堂,2019-04-08 18_1
183841-女,20183841,0,50,52.9,373,存款,财务处,2019-04-10 17_10
181821-男,20181821,4,0,90.7,803,消费,第二食堂,2019-04-12 07_8
182469-女,20182469,3,0,25.2,601,消费,第五食堂,2019-04-12 11_11
183398-女,20183398,7,0,80.5,464,消费,第四食堂,2019-04-02 11_11
180676-女,2018676,2,0,74.5,450,消费,第二食堂,2019-04-11 09_9
181730-女,20181730,2.5,0,49,666,消费,第一食堂,2019-04-29 11_10
180817-女,2018817,5,0,95.6,885,消费,第四食堂,2019-04-18 17_2
181623-男,20181623,1.5,0,88.52,505,消费,第一食堂,2019-04-23 07_11
182453-女,20182453,3,0,28.3,534,消费,好利来食品店,2019-04-26 16_1
183897-女,20183897,10.1,0,35.6,345,消费,第五食堂,2019-04-16 12_5
181657-男,20181657,8,0,55.4,539,消费,第四食堂,2019-04-04 17_11
